TBATS,STFL,TEST,TBATS_UPPER_95%,STFL_UPPER_95%
19639.4411947755,20215.5003310824,21575.4166666667,26461.361708885,32466.818577186
19509.929927598,19736.3549559307,21102.2916666667,26340.0917992976,31996.1178716602
18940.9529460353,18275.8120407275,20012.0833333333,25779.3555599123,30544.0138132972
17477.6862451022,14934.9040111201,18180,24324.3275885488,27211.5388397312
19015.5425494821,16045.0827959932,16302.541666666699,25870.4256280065,28330.1448917929
19371.9503481959,16044.6068680508,12988.5,26235.0708677823,28338.090454091
19345.1570586437,16868.4924637829,12694.708333333301,26216.5114981542,29170.3917749797
19336.2246556236,17879.5643198798,13372.125,26215.8087264848,30189.873602973
19228.4907160602,18894.2306223528,16643.375,26116.3024349717,31212.9441358653
18681.3708284031,18957.3674795244,17853.375,25577.4083343452,31284.4794937222
17239.9421661973,17071.2838090519,17210.1666666667,24144.2024527767,29406.7886059042
18799.4362821716,19565.7007556314,19935.4583333333,25711.9212904964,31909.5926287706
19177.1692215366,20150.9741352533,20824.2916666667,26097.8738315936,32503.2473899355
19171.2421505706,20099.5396745959,20917.3333333333,26100.1620693047,32460.1886276616
19182.575246815,20342.1813693948,21124.9166666667,26119.7054995136,32711.2003492294
19094.4044706089,20120.4876388873,21232.7916666667,26039.7425626398,32497.8709853824
18565.9861002998,19205.972317922,20501.8333333333,25519.5296411956,31591.7143824364
17142.3230376494,17536.7454760817,18455.4583333333,24104.0687464082,29930.8406214026
18718.5020938949,19747.7147919525,20758.7916666667,25688.4515883496,32150.1573922571
19111.7643999384,20512.3837493739,21161.375,26089.9124766115,32923.1681901914
19120.1110089789,20619.1074870165,20971.3333333333,26106.4533552025,33038.2281651894
19144.3712168219,20674.894275302,21064.7083333333,26138.9029275892,33102.3455989487
19067.7333678666,20157.4596764514,20996.2083333333,26070.4521872476,32593.2360649281
18549.3569814909,19606.3218128159,20442.9166666667,25560.260745874,32050.417696679
17134.2322578648,17622.6838828652,18229.3333333333,24153.3181511494,30075.0937038342
18717.3719250777,20321.7065850547,20484.5,25744.641983785,32782.4247959746
19116.0116491665,20926.6169695237,20915.4583333333,26151.4613080171,33395.6380343281
19128.1273149804,20692.9990951586,20918.9166666667,26171.7529530848,33170.3174888328
19154.5340383726,20583.9227761066,20981.8333333333,26206.3315155283,33069.5329846509
19078.4491476546,20227.229117843,20914.9166666667,26138.41711782,32721.1256382361
18559.0168657016,19445.1079865248,20356.5416666667,25627.1540501246,31947.2853266875
17141.2919231548,17403.2359959855,18330.2083333333,24217.5965942202,29913.6886747443
18720.2952204925,19427.3035796609,20258.125,25804.7704423563,31946.0261267122
19113.3345381134,20083.7748270192,19670.1666666667,26205.9769542186,32610.7617828931
19118.4396079402,20403.5466531878,18124.0416666667,26219.2468332273,32938.7925692127
19136.4883266155,20798.8086499755,20449.25,26245.4574980639,33342.3080882426
19050.800075337,21063.1352496741,20705.25,26167.9312320149,33614.8827830015
18520.5776298825,20181.4903196971,19814.125,25645.8708258614,32741.4805315952
17091.0063836116,17619.7450531804,17745.5,24224.461381716,30187.9725378165
18657.1825044676,19688.8829547347,20059.5833333333,25798.8037726146,32265.3423168981
19036.5449906958,20217.4948532397,20683.25,26186.3307079923,32802.1807083071
19027.234286903,20179.8196623415,20849.2916666667,26185.1835954616,32772.7266362423
19030.2426234909,20703.2467462367,21023.8333333333,26196.3541892781,33304.3694754186
18929.0360499004,20772.1791453013,21054.5416666667,26103.3115059973,33381.5122766961
18382.9181520418,20062.0900541612,20424.6666666667,25565.3590608977,32679.6282451506
16937.2371242615,18092.0429315914,18375.2916666667,24127.8448653699,30717.7808499731
18487.1947378296,20742.5129209095,20745.625,25685.9752799243,33376.4452448634
18850.3816470139,21612.507263947,21391.375,26057.3347512235,34254.6286820015
18825.0651276609,21288.0604860733,21491.5416666667,26040.1914734223,33938.3656970719
18812.3609987093,21109.8724917462,21781.125,26035.660752436,33768.3562048141
18695.8830810087,20343.4851260442,21687.7083333333,25927.3594009089,33010.142060555
18135.0333347676,19861.029060086,20835.2916666667,25374.6891919976,32535.8539456288
16675.3098193054,18125.826106712,18822.5416666667,23923.1480662521,30808.8136830586
18212.0045462448,20133.8591597269,21386.6666666667,25468.0324840949,32825.0041767987
18562.8348226977,21195.0214154076,22278.0416666667,25827.0535830119,33894.3186332434
18526.1655958035,21052.6180113814,22287.4583333333,25798.5771549416,33760.0622001047
18503.2009544984,21249.707101944,22246.0833333333,25783.8067089826,33965.2930417307
18377.6600792785,21358.0838056522,21911.4583333333,25666.4644115323,34081.8062866987
17808.9984585516,20737.8829028716,20547.9583333333,25106.0054266884,33469.7367253625
16342.8105252635,18284.4470897362,19002.2916666667,23648.0241008253,31024.4270638123
17874.4242262891,20764.1603550565,21689.2083333333,25187.8526754285,33512.2613007835
18221.6219806986,21001.414730968,21806.9166666667,25543.2674089235,33757.6314783046
18182.8029813398,20825.6284292512,21692.5416666667,25512.6682497696,33589.9558180178
18159.1927153616,20672.0765162081,22293.75,25497.2800226706,33444.5093960553
18034.5447258487,20622.6216121615,22526.3333333333,25380.8592345056,33403.1548425391
17468.2975140254,20099.8245990069,21604.375,24822.8439185614,32888.4530491329
16006.0662376719,18471.7553922683,19543.7916666667,23368.8491621726,31268.4739410979
17543.1414831474,20896.515646307,21525.2083333333,24914.1696924558,33701.3191825017
17897.2940224669,21064.5343111514,22132.2916666667,25276.5701181275,33877.4177330487
17866.8821594128,20446.3309927452,21883.2083333333,25254.4094091365,33267.2892083278
17853.0779623706,19676.9661108997,22032.25,25248.8588889453,32505.9940377655
17739.5942389484,18245.9419652142,21669,25143.6343060233,31083.0345305456
17185.7815105028,16574.8214874219,20028.375,24598.0855790335,29419.9736279561
15737.2035392125,14190.0448070003,16659.875,23157.7764156687,27043.2514689994
17289.0472861224,16820.5346059055,14468.583333333301,24717.8977779185,29681.7907451263
17659.0060303849,18578.4702599342,14720.416666666699,25096.13678371,31447.7708415987
17645.3364168896,19677.6779554779,15139.708333333301,25090.7506683054,32555.0179542437
17649.1001422708,20575.108032459,15853.708333333301,25102.8003149331,33460.4824323901
17553.9154343037,20767.6854676256,18461.4166666667,25015.9068812775,33661.0892621627
17018.9980916511,20398.7120611999,18966.8333333333,24489.2854497169,33300.1402531316
15589.8157824383,18365.8410700287,18451.625,23068.4036619936,31275.2886714622
17161.4155247751,20664.589975031,21489.25,24648.3124213933,33582.0520073631
17551.3799134154,21303.5248237284,22236.5,25046.5881799921,34228.996317617
17557.8379623681,21273.5987840407,22364.75,25061.3604892436,34207.0747793759
17581.7208708504,21055.1234727813,22568.5416666667,25093.5596892092,33996.599018657
17506.5370543372,20997.8518853741,22196.7916666667,25026.6971337898,33947.3220400593
16991.3607378216,20324.9766125837,21639.4583333333,24519.8462459084,33282.4364434946
15581.5600111321,18269.0720722736,19705.875,23118.3751355386,31234.516655945
17172.0474539537,20765.0085453291,22390.4166666667,24717.2001799787,33738.4329673868
17580.3042868066,21250.8395907625,22790.8333333333,25133.7964970732,34232.2389458947
17604.3484953871,20895.6004923912,23058.625,25166.182582696,33884.9698843214
17645.0031260807,20859.8035618973,22984.0416666667,25215.1806031679,33857.1381033561
17585.6936368152,20930.8806472763,23275.875,25164.2189838602,33936.175459974
17085.3870218594,20264.1885874201,22546,24672.2638589771,33277.4388020194
15689.3886286368,18142.7557735968,20477.7916666667,23284.6206606466,31163.9565296851
17292.5208770815,19756.2060268488,23093,24896.1155449796,32785.3524729112
17712.2102283599,19403.5595910972,23493.625,25324.1689299602,32440.6468844893
17746.4155399472,19700.1344934932,22919,25366.7401781502,32745.1578004142
